-1.765,0.72461,1
-1.7057,0.60255,1
-1.7607,0.5808,1
-1.7738,0.51954,1
-1.8095,0.48922,1
-1.8082,0.44426,1
-1.8157,0.37048,1
-1.8198,0.27826,1
-1.8778,0.22159,1
-1.8709,0.15097,1
-1.8896,0.11081,1
-1.814,0.078745,1
-1.8479,-0.019388,1
-1.8639,-0.073887,1
-1.8519,-0.10614,1
-1.8902,-0.14233,1
-1.8449,-0.24078,1
-1.818,-0.29538,1
-1.7938,-0.30382,1
-1.7849,-0.38191,1
-1.7625,-0.50475,1
-1.7462,-0.52348,1
-1.7262,-0.60941,1
-1.7358,-0.64619,1
-1.7112,-0.65397,1
-1.6792,-0.69713,1
-1.7061,-0.76425,1
-1.6687,-0.86767,1
-1.6412,-0.9317,1
-1.6234,-0.98921,1
-1.5726,-0.95578,1
-1.5425,-0.9974,1
-1.4845,-1.1177,1
-1.4386,-1.0932,1
-1.4504,-1.1829,1
-1.3813,-1.2615,1
-1.3779,-1.2925,1
-1.283,-1.3362,1
-1.2512,-1.3737,1
-1.1822,-1.4131,1
-1.1617,-1.4548,1
-1.0994,-1.4621,1
-1.1147,-1.4797,1
-1.0272,-1.4952,1
-0.95786,-1.599,1
-0.9246,-1.5801,1
-0.89824,-1.6164,1
-0.8356,-1.6306,1
-0.75996,-1.7133,1
-0.69957,-1.6681,1
-0.65486,-1.7514,1
-0.58823,-1.7251,1
-0.6178,-1.7411,1
-0.51401,-1.7626,1
-0.41811,-1.7698,1
-0.43954,-1.8175,1
-0.33571,-1.8534,1
-0.24578,-1.8563,1
-0.21749,-1.8815,1
-0.15063,-1.854,1
-0.1571,-1.839,1
-0.016065,-1.8484,1
0.042602,-1.8647,1
0.073062,-1.8682,1
0.1372,-1.8365,1
0.21359,-1.8482,1
0.20618,-1.8825,1
0.32517,-1.8557,1
0.30831,-1.8498,1
0.39737,-1.8035,1
0.45835,-1.7637,1
0.52758,-1.7771,1
0.54435,-1.787,1
0.60022,-1.7713,1
0.71305,-1.6886,1
0.77379,-1.7425,1
0.76299,-1.6404,1
0.8133,-1.6267,1
0.90907,-1.6279,1
0.97536,-1.5525,1
0.97257,-1.5337,1
1.0389,-1.5247,1
1.1268,-1.4897,1
1.1763,-1.4686,1
1.2042,-1.3913,1
1.2019,-1.3722,1
1.2644,-1.3245,1
1.3014,-1.329,1
1.351,-1.2455,1
1.4073,-1.2275,1
1.4604,-1.1819,1
1.4443,-1.1661,1
1.531,-1.1345,1
1.526,-1.0087,1
1.5549,-0.99693,1
1.61,-0.94488,1
1.6014,-0.86475,1
1.6578,-0.85838,1
1.6642,-0.78342,1
1.7031,-0.73626,1
1.7649,-0.71907,1
1.7111,-0.66038,1
1.7543,-0.58232,1
1.8102,-0.48104,1
1.7552,-0.42593,1
1.7956,-0.40444,1
1.8167,-0.31258,1
1.8075,-0.27982,1
1.8683,-0.18746,1
1.8093,-0.15628,1
1.827,-0.11097,1
1.8656,-0.065605,1
1.87,-0.0063886,1
1.0857,0.021344,2
0.97101,0.19551,2
0.97624,-0.064812,2
0.95794,0.038339,2
0.76326,0.041853,2
0.73676,0.21542,2
0.91744,0.25201,2
0.69365,0.15474,2
0.71415,0.1204,2
0.74329,0.1309,2
1.0602,0.105,2
0.7616,0.54007,2
1.0418,0.21494,2
0.97942,0.535,2
1.0492,0.40482,2
0.87393,0.2849,2
0.85859,0.28807,2
0.56277,0.70111,2
0.69574,0.33505,2
0.94631,0.65998,2
0.94499,0.44894,2
0.59305,0.39803,2
0.61917,0.77578,2
0.79131,0.702,2
0.58025,0.67055,2
0.81635,0.57672,2
0.62991,0.60147,2
0.49305,0.68423,2
0.39915,0.71598,2
0.76567,0.69022,2
0.37545,0.77067,2
0.3614,0.58716,2
0.60365,0.93572,2
0.3949,0.81052,2
0.5022,0.693,2
0.5128,1.0106,2
0.23181,1.0685,2
0.17183,0.888,2
0.44419,1.0673,2
0.07652,1.0555,2
0.24445,0.95577,2
0.056863,1.1258,2
0.37732,0.80741,2
0.17854,1.0667,2
-0.080498,0.92875,2
0.13583,0.70416,2
0.26963,0.86657,2
0.065042,1.0177,2
0.23848,1.1043,2
0.14339,0.91057,2
-0.24058,0.86329,2
-0.18474,0.75378,2
-0.31436,0.84399,2
-0.33016,0.82251,2
-0.096683,1.091,2
-0.38356,1.0221,2
-0.20157,0.99613,2
-0.13109,0.74797,2
-0.36467,0.80776,2
-0.51054,0.94059,2
-0.19291,0.93094,2
-0.51098,1.0233,2
-0.15504,1.0676,2
-0.5167,0.68564,2
-0.62473,0.67444,2
-0.38452,0.83614,2
-0.60653,1.0007,2
-0.44283,0.55943,2
-0.68637,0.92663,2
-0.49047,0.74629,2
-0.59714,0.74849,2
-0.38647,0.61417,2
-0.55632,0.72512,2
-0.52299,0.80856,2
-0.73683,0.73047,2
-0.66248,0.73434,2
-0.56447,0.76571,2
-0.77196,0.44251,2
-0.62596,0.37791,2
-0.76139,0.45004,2
-0.77641,0.63349,2
-0.62198,0.408,2
-1.0213,0.6569,2
-0.76825,0.44703,2
-0.70756,0.45897,2
-1.0664,0.43679,2
-0.71354,0.43134,2
-1.0536,0.10969,2
-0.83613,0.22176,2
-0.94756,0.11128,2
-0.9465,0.1039,2
-0.81396,0.0062753,2
-0.94886,0.21158,2
-0.86824,0.24783,2
-0.70032,0.16733,2
-1.0522,-0.094369,2
-1.0323,-0.069955,2
-1.1562,-0.13357,2
-0.6984,0.034139,2
-1.1055,-0.17413,2
-0.76135,0.16678,2
-1.0523,-0.019381,2
-1.1117,-0.029164,2
-0.85617,-0.014015,2
-0.75399,0.045062,2
-1.1049,-0.00022821,2
-0.93644,-0.051099,2
-0.77771,-0.05724,2
-0.90389,-0.10684,2
-0.78178,-0.31515,2
-0.73447,-0.26718,2
-1.0918,-0.20262,2
-0.76715,-0.15807,2
-0.90272,-0.62376,2
-0.81389,-0.43816,2
-0.84313,-0.60297,2
-0.69209,-0.3924,2
-0.86109,-0.68812,2
-0.62546,-0.43564,2
-0.66752,-0.45608,2
-0.58921,-0.3799,2
-0.73488,-0.52555,2
-0.86287,-0.4929,2
-0.8833,-0.54172,2
-0.81531,-0.64289,2
-0.42161,-0.46128,2
-0.81817,-0.80336,2
-0.6806,-0.93733,2
-0.54965,-0.5223,2
-0.4769,-0.66656,2
-0.60169,-0.87861,2
-0.43558,-1.0118,2
-0.50177,-0.67557,2
-0.28765,-0.95476,2
-0.19869,-0.96893,2
-0.58573,-0.89576,2
-0.44012,-0.96233,2
-0.34231,-0.63215,2
-0.27548,-0.76041,2
-0.063205,-1.0312,2
-0.33785,-0.75397,2
-0.42962,-0.8144,2
-0.11502,-0.98199,2
-0.090134,-0.98112,2
-0.22846,-0.7569,2
0.064763,-0.79768,2
0.087071,-0.90948,2
0.012074,-0.85767,2
0.015372,-0.93604,2
-0.17132,-1.1498,2
0.15372,-0.95906,2
0.15219,-1.0882,2
-0.066026,-1.0858,2
0.11814,-1.0353,2
0.20014,-0.94081,2
0.16966,-0.99134,2
0.15883,-0.74622,2
0.28351,-0.7516,2
0.20238,-0.90074,2
0.49895,-0.97278,2
0.46978,-0.93748,2
0.4746,-0.75799,2
0.17762,-0.61947,2
0.56772,-0.79471,2
0.4688,-0.78609,2
0.64071,-0.9077,2
0.60653,-0.73217,2
0.48892,-0.66059,2
0.62201,-0.94271,2
0.53292,-0.78166,2
0.40971,-0.63476,2
0.71337,-0.94109,2
0.46388,-0.51949,2
0.82267,-0.90331,2
0.60119,-0.69061,2
0.88262,-0.65386,2
0.89663,-0.67795,2
0.52466,-0.78801,2
0.75579,-0.38031,2
0.76323,-0.62965,2
0.78507,-0.7502,2
0.81922,-0.54226,2
0.73138,-0.59326,2
0.84435,-0.44445,2
0.83741,-0.34701,2
0.85716,-0.5366,2
0.64228,-0.5521,2
1.0296,-0.53001,2
0.69536,-0.10063,2
0.86502,-0.304,2
0.76219,-0.12715,2
0.86076,5.7037e-05,2
0.7682,-0.28835,2
0.83802,-0.19247,2
0.71624,0.077929,2
0.99945,-0.038053,2
0.71878,-0.20681,2
0.99058,-0.0015663,2
0.78867,0.010291,2
0.74951,-0.10437,2
0.18738,0.02318,3
0.18308,0.072025,3
0.159,0.082824,3
0.14337,0.093495,3
0.13745,0.10468,3
0.13696,0.10672,3
0.13539,0.11787,3
0.11815,0.17095,3
0.069895,0.1863,3
0.050642,0.19281,3
0.020802,0.18264,3
0.037645,0.2059,3
0.012489,0.21146,3
-0.051513,0.18277,3
-0.080804,0.15072,3
-0.072422,0.14918,3
-0.11256,0.17593,3
-0.14108,0.1581,3
-0.15196,0.12116,3
-0.17157,0.093185,3
-0.18353,0.10508,3
-0.17017,0.094809,3
-0.1769,0.042872,3
-0.17361,0.015726,3
-0.18766,0.011286,3
-0.20122,-0.014561,3
-0.2025,-0.051345,3
-0.19473,-0.049175,3
-0.16501,-0.081749,3
-0.15264,-0.10509,3
-0.1331,-0.11694,3
-0.097332,-0.14884,3
-0.088843,-0.17607,3
-0.07888,-0.14749,3
-0.048675,-0.19944,3
-0.0088282,-0.18489,3
-0.031627,-0.20471,3
0.0060228,-0.20255,3
0.052863,-0.20768,3
0.039261,-0.17764,3
0.087899,-0.1437,3
0.11515,-0.15354,3
0.11598,-0.13348,3
0.12372,-0.11839,3
0.14144,-0.11334,3
0.17922,-0.063484,3
0.1594,-0.088299,3
0.17712,-0.018302,3
0.16367,-0.0426,3
0.18935,0.026691,3
